,number,value,datetime_start,datetime_complete,duration,params_activation,params_hidden_initializer,params_lr,params_n_layers,params_neurons,params_optimizer,params_output_initializer,state
458,458,0.6641522645950317,2023-05-18 18:03:44.834191,2023-05-18 18:03:50.934231,0 days 00:00:06.100040,sigmoid,1,0.00018910472496922937,2,512,2,0,COMPLETE
459,459,0.6903297185897828,2023-05-18 18:03:50.935251,2023-05-18 18:03:58.582074,0 days 00:00:07.646823,relu,1,0.00012248780878591948,2,512,2,1,COMPLETE
460,460,0.6626067161560059,2023-05-18 18:03:58.583346,2023-05-18 18:04:05.047490,0 days 00:00:06.464144,sigmoid,1,0.000271758217223953,2,512,2,1,COMPLETE
461,461,0.662566351890564,2023-05-18 18:04:05.048604,2023-05-18 18:04:11.285339,0 days 00:00:06.236735,sigmoid,1,0.00014728995306213395,2,512,2,1,COMPLETE
462,462,0.6634569287300109,2023-05-18 18:04:11.287485,2023-05-18 18:04:17.353546,0 days 00:00:06.066061,sigmoid,1,0.00010048055571051087,2,512,2,1,COMPLETE
463,463,0.6656416893005371,2023-05-18 18:04:17.354565,2023-05-18 18:04:23.537562,0 days 00:00:06.182997,sigmoid,1,0.00014200899355874626,2,128,2,1,COMPLETE
464,464,0.6623300313949585,2023-05-18 18:04:23.538578,2023-05-18 18:04:29.587421,0 days 00:00:06.048843,sigmoid,1,0.00012214473776731488,2,512,2,1,COMPLETE
465,465,0.8666333436965943,2023-05-18 18:04:29.588452,2023-05-18 18:04:38.874555,0 days 00:00:09.286103,elu,1,7.121479580804225e-05,8,512,2,1,COMPLETE
466,466,0.6679605722427369,2023-05-18 18:04:38.875619,2023-05-18 18:04:45.889444,0 days 00:00:07.013825,sigmoid,0,8.574807276496394e-05,3,512,2,1,COMPLETE
467,467,0.6925647377967834,2023-05-18 18:04:45.890515,2023-05-18 18:04:52.574993,0 days 00:00:06.684478,gelu,1,0.00011188629192704321,2,512,2,1,COMPLETE
468,468,0.6629975080490113,2023-05-18 18:04:52.576039,2023-05-18 18:04:59.132829,0 days 00:00:06.556790,sigmoid,1,0.0001332508357467607,2,512,2,0,COMPLETE
469,469,0.7370208740234375,2023-05-18 18:04:59.133995,2023-05-18 18:05:06.060369,0 days 00:00:06.926374,sigmoid,1,1.4237774305024982e-05,2,512,3,1,COMPLETE
470,470,0.6699668765068054,2023-05-18 18:05:06.061495,2023-05-18 18:05:12.896623,0 days 00:00:06.835128,sigmoid,1,9.692903886235488e-05,2,512,0,1,COMPLETE
471,471,0.6860580563545227,2023-05-18 18:05:12.897679,2023-05-18 18:05:19.159808,0 days 00:00:06.262129,sigmoid,1,0.004482958020858036,2,256,2,1,COMPLETE
472,472,0.6651768565177918,2023-05-18 18:05:19.160896,2023-05-18 18:05:25.407207,0 days 00:00:06.246311,sigmoid,1,0.00011245718707609287,2,512,2,1,COMPLETE
473,473,0.6832489252090455,2023-05-18 18:05:25.408264,2023-05-18 18:05:31.967542,0 days 00:00:06.559278,sigmoid,1,0.06399922110989284,2,512,2,1,COMPLETE
474,474,0.6683005452156067,2023-05-18 18:05:31.968600,2023-05-18 18:05:38.816192,0 days 00:00:06.847592,sigmoid,1,3.787307260853776e-05,3,512,2,1,COMPLETE
475,475,0.6644979596138001,2023-05-18 18:05:38.817265,2023-05-18 18:05:47.000535,0 days 00:00:08.183270,sigmoid,1,6.070420551325286e-05,2,512,2,1,COMPLETE
476,476,0.7098014950752258,2023-05-18 18:05:47.001786,2023-05-18 18:05:53.831254,0 days 00:00:06.829468,selu,1,0.00014354992272813628,2,512,2,1,COMPLETE
477,477,0.6653298616409302,2023-05-18 18:05:53.832320,2023-05-18 18:06:00.055174,0 days 00:00:06.222854,sigmoid,1,5.329688027317266e-05,2,512,2,0,COMPLETE
478,478,0.6683601498603821,2023-05-18 18:06:00.056239,2023-05-18 18:06:06.101982,0 days 00:00:06.045743,sigmoid,1,0.0001615866750887558,2,64,2,1,COMPLETE
479,479,0.6940636277198792,2023-05-18 18:06:06.104079,2023-05-18 18:06:11.966312,0 days 00:00:05.862233,sigmoid,1,0.00012342381424225665,2,512,1,1,COMPLETE
480,480,0.6634573340415955,2023-05-18 18:06:11.967348,2023-05-18 18:06:20.040151,0 days 00:00:08.072803,sigmoid,1,8.367650201075973e-05,2,512,2,1,COMPLETE
481,481,0.6806877017021179,2023-05-18 18:06:20.044174,2023-05-18 18:06:26.495678,0 days 00:00:06.451504,sigmoid,1,0.0021638431397398863,2,512,2,1,COMPLETE
482,482,0.6911795973777771,2023-05-18 18:06:26.496757,2023-05-18 18:06:33.617473,0 days 00:00:07.120716,tanh,1,0.0001562617752227878,2,512,2,1,COMPLETE
483,483,0.6628167390823364,2023-05-18 18:06:33.618544,2023-05-18 18:06:39.750408,0 days 00:00:06.131864,sigmoid,1,0.00012088200537660991,2,512,2,1,COMPLETE
484,484,0.6638466238975524,2023-05-18 18:06:39.751472,2023-05-18 18:06:46.231147,0 days 00:00:06.479675,sigmoid,1,0.00018157312166085942,2,512,2,1,COMPLETE
485,485,0.6679799675941467,2023-05-18 18:06:46.232354,2023-05-18 18:06:52.296337,0 days 00:00:06.063983,sigmoid,1,0.0005269539544238763,2,512,2,0,COMPLETE
486,486,0.6630065202713012,2023-05-18 18:06:52.297344,2023-05-18 18:06:59.571161,0 days 00:00:07.273817,sigmoid,0,0.00013964418284903677,2,512,2,1,COMPLETE
487,487,0.6738190054893494,2023-05-18 18:06:59.572274,2023-05-18 18:07:06.774281,0 days 00:00:07.202007,linear,1,0.03883180467596427,2,128,2,1,COMPLETE
488,488,0.6629952907562255,2023-05-18 18:07:06.775354,2023-05-18 18:07:12.977204,0 days 00:00:06.201850,sigmoid,1,0.0001127504372097154,2,512,2,1,COMPLETE
489,489,0.6885010480880738,2023-05-18 18:07:12.978286,2023-05-18 18:07:19.597114,0 days 00:00:06.618828,relu,1,9.52531940987858e-05,2,512,2,1,COMPLETE
490,490,0.6749600887298584,2023-05-18 18:07:19.598169,2023-05-18 18:07:25.548576,0 days 00:00:05.950407,sigmoid,1,0.000685837966789205,2,512,3,1,COMPLETE
491,491,0.6620332717895507,2023-05-18 18:07:25.549600,2023-05-18 18:07:32.199505,0 days 00:00:06.649905,sigmoid,1,0.00017851802110130672,2,512,2,1,COMPLETE
492,492,0.664829432964325,2023-05-18 18:07:32.200678,2023-05-18 18:07:39.400033,0 days 00:00:07.199355,sigmoid,1,0.00020378094613533767,3,512,2,1,COMPLETE
493,493,0.6640411138534545,2023-05-18 18:07:39.401104,2023-05-18 18:07:45.633155,0 days 00:00:06.232051,sigmoid,1,0.0001758812550996936,2,512,2,1,COMPLETE
494,494,0.6653733372688293,2023-05-18 18:07:45.634218,2023-05-18 18:07:52.228066,0 days 00:00:06.593848,sigmoid,1,4.326290201280709e-05,2,512,2,0,COMPLETE
495,495,0.7037240982055664,2023-05-18 18:07:52.229106,2023-05-18 18:07:58.275525,0 days 00:00:06.046419,elu,1,0.00013371472351516388,2,512,0,1,COMPLETE
496,496,0.673307454586029,2023-05-18 18:07:58.276589,2023-05-18 18:08:04.770283,0 days 00:00:06.493694,sigmoid,1,0.0015849545446904687,2,512,2,1,COMPLETE
497,497,0.6891458749771118,2023-05-18 18:08:04.771332,2023-05-18 18:08:12.795942,0 days 00:00:08.024610,gelu,1,7.556026949684574e-05,2,256,2,1,COMPLETE
498,498,0.6629633903503418,2023-05-18 18:08:12.797060,2023-05-18 18:08:19.251836,0 days 00:00:06.454776,sigmoid,1,0.0001971251033727744,2,512,2,1,COMPLETE
499,499,0.6626333117485046,2023-05-18 18:08:19.252931,2023-05-18 18:08:25.564056,0 days 00:00:06.311125,sigmoid,1,0.00015480145132781357,2,512,2,1,COMPLETE
500,500,0.6689747333526611,2023-05-18 18:08:25.565134,2023-05-18 18:08:32.008621,0 days 00:00:06.443487,sigmoid,1,0.0011539923794381894,3,512,2,1,COMPLETE
501,501,0.6644108891487122,2023-05-18 18:08:32.009696,2023-05-18 18:08:38.071780,0 days 00:00:06.062084,sigmoid,1,0.00010052886129100536,2,512,2,1,COMPLETE
502,502,0.66321702003479,2023-05-18 18:08:38.072962,2023-05-18 18:08:44.703173,0 days 00:00:06.630211,sigmoid,1,0.0001269982796427281,2,512,2,0,COMPLETE
503,503,0.6637984037399292,2023-05-18 18:08:44.704308,2023-05-18 18:08:51.106741,0 days 00:00:06.402433,sigmoid,1,0.00017259459817555128,2,512,2,1,COMPLETE
504,504,0.7899601221084595,2023-05-18 18:08:51.107896,2023-05-18 18:08:57.742003,0 days 00:00:06.634107,sigmoid,0,1.6675798854059826e-05,2,64,2,1,COMPLETE
505,505,0.662800395488739,2023-05-18 18:08:57.743292,2023-05-18 18:09:03.869024,0 days 00:00:06.125732,sigmoid,1,0.0002289782456301462,2,512,2,1,COMPLETE
506,506,1.0302738547325134,2023-05-18 18:09:03.870244,2023-05-18 18:09:10.702978,0 days 00:00:06.832734,selu,1,0.00014725420365450275,5,512,1,1,COMPLETE
507,507,0.6661710977554322,2023-05-18 18:09:10.704082,2023-05-18 18:09:17.702502,0 days 00:00:06.998420,sigmoid,1,5.22067962339845e-05,2,512,2,1,COMPLETE
508,508,0.6627662420272827,2023-05-18 18:09:17.703566,2023-05-18 18:09:25.167429,0 days 00:00:07.463863,sigmoid,1,0.00011464176501227158,2,512,2,1,COMPLETE
509,509,0.6751432061195374,2023-05-18 18:09:25.168532,2023-05-18 18:09:31.461593,0 days 00:00:06.293061,sigmoid,1,0.024788815453084232,2,512,2,1,COMPLETE
510,510,0.6676822543144226,2023-05-18 18:09:31.462663,2023-05-18 18:09:37.713106,0 days 00:00:06.250443,sigmoid,1,3.133906215191396e-05,2,512,2,0,COMPLETE
511,511,0.6622392416000367,2023-05-18 18:09:37.714183,2023-05-18 18:09:43.860158,0 days 00:00:06.145975,sigmoid,1,0.00019879721654403443,2,512,2,1,COMPLETE
512,512,0.7498598575592041,2023-05-18 18:09:43.861457,2023-05-18 18:09:49.951744,0 days 00:00:06.090287,tanh,1,0.002211257951820132,2,128,2,1,COMPLETE
513,513,0.6686944365501404,2023-05-18 18:09:49.952776,2023-05-18 18:09:56.732287,0 days 00:00:06.779511,sigmoid,1,1.7990529178652973e-05,2,512,2,1,COMPLETE
514,514,0.6786987662315369,2023-05-18 18:09:56.733543,2023-05-18 18:10:03.651129,0 days 00:00:06.917586,sigmoid,1,0.01517208044644378,2,512,2,1,COMPLETE
515,515,0.6771147727966309,2023-05-18 18:10:03.652350,2023-05-18 18:10:10.386498,0 days 00:00:06.734148,sigmoid,1,0.00020641697560927304,3,512,3,1,COMPLETE
516,516,0.6752818703651429,2023-05-18 18:10:10.387612,2023-05-18 18:10:17.429891,0 days 00:00:07.042279,sigmoid,1,0.005697431128458274,2,512,2,1,COMPLETE
517,517,0.6687432646751403,2023-05-18 18:10:17.431109,2023-05-18 18:10:24.072069,0 days 00:00:06.640960,sigmoid,1,0.0003402531949838756,2,512,2,1,COMPLETE
518,518,0.6705075144767761,2023-05-18 18:10:24.073118,2023-05-18 18:10:31.285945,0 days 00:00:07.212827,sigmoid,1,2.830270333663588e-05,3,512,2,0,COMPLETE
519,519,0.7570934176445008,2023-05-18 18:10:31.287015,2023-05-18 18:10:40.288918,0 days 00:00:09.001903,linear,1,0.00026811952564813704,7,512,2,1,COMPLETE
520,520,0.6978982090950012,2023-05-18 18:10:40.289997,2023-05-18 18:10:46.590497,0 days 00:00:06.300500,relu,1,0.00017539584673859955,2,512,2,1,COMPLETE
521,521,0.6737225174903869,2023-05-18 18:10:46.591560,2023-05-18 18:10:53.414777,0 days 00:00:06.823217,sigmoid,1,3.153084360432561e-05,4,512,0,1,COMPLETE
522,522,0.6623781204223633,2023-05-18 18:10:53.415877,2023-05-18 18:10:59.490267,0 days 00:00:06.074390,sigmoid,1,0.00022615629612296267,2,256,2,1,COMPLETE
523,523,0.66181321144104,2023-05-18 18:10:59.491449,2023-05-18 18:11:05.533816,0 days 00:00:06.042367,sigmoid,1,0.0002946797713028149,2,256,2,1,COMPLETE
524,524,0.6632888913154602,2023-05-18 18:11:05.534861,2023-05-18 18:11:12.404423,0 days 00:00:06.869562,sigmoid,0,0.0002700008027387786,2,256,2,1,COMPLETE
525,525,0.7089306354522705,2023-05-18 18:11:12.405535,2023-05-18 18:11:19.175582,0 days 00:00:06.770047,elu,1,0.07849763920474395,2,256,2,1,COMPLETE
526,526,0.6628587722778321,2023-05-18 18:11:19.179453,2023-05-18 18:11:25.466782,0 days 00:00:06.287329,sigmoid,1,0.00031804463320904674,2,256,2,1,COMPLETE
527,527,0.6920698523521424,2023-05-18 18:11:25.467988,2023-05-18 18:11:32.284802,0 days 00:00:06.816814,gelu,1,0.0002270935898741038,2,256,2,0,COMPLETE
528,528,0.6634605288505554,2023-05-18 18:11:32.285989,2023-05-18 18:11:38.379626,0 days 00:00:06.093637,sigmoid,1,0.00042248947112420677,2,256,2,1,COMPLETE
529,529,0.662640643119812,2023-05-18 18:11:38.380686,2023-05-18 18:11:46.014516,0 days 00:00:07.633830,sigmoid,1,0.0002263274042478634,2,256,2,1,COMPLETE
530,530,0.6626186847686768,2023-05-18 18:11:46.015650,2023-05-18 18:11:53.292755,0 days 00:00:07.277105,sigmoid,1,0.0002771914618707543,2,256,2,1,COMPLETE
531,531,0.7149853110313416,2023-05-18 18:11:53.293848,2023-05-18 18:12:00.040235,0 days 00:00:06.746387,sigmoid,1,0.00019731781456733215,3,256,1,1,COMPLETE
532,532,0.6898323774337769,2023-05-18 18:12:00.041476,2023-05-18 18:12:06.234554,0 days 00:00:06.193078,sigmoid,1,0.007911275690493448,2,256,2,1,COMPLETE
533,533,0.6652811527252197,2023-05-18 18:12:06.235647,2023-05-18 18:12:12.343256,0 days 00:00:06.107609,sigmoid,1,0.0007707563684012747,2,256,2,1,COMPLETE
534,534,0.7279208421707153,2023-05-18 18:12:12.344450,2023-05-18 18:12:18.380710,0 days 00:00:06.036260,sigmoid,1,0.016244832874340785,2,256,2,1,COMPLETE
535,535,0.703508460521698,2023-05-18 18:12:18.381747,2023-05-18 18:12:26.350427,0 days 00:00:07.968680,selu,1,0.0002345895179205245,2,256,2,0,COMPLETE
536,536,0.6631469011306763,2023-05-18 18:12:26.351536,2023-05-18 18:12:33.170401,0 days 00:00:06.818865,sigmoid,1,0.00030404851027274725,2,256,2,1,COMPLETE
537,537,0.690381896495819,2023-05-18 18:12:33.171563,2023-05-18 18:12:39.412614,0 days 00:00:06.241051,sigmoid,1,0.03595356890618527,2,256,2,1,COMPLETE
538,538,0.662872064113617,2023-05-18 18:12:39.413670,2023-05-18 18:12:45.977101,0 days 00:00:06.563431,sigmoid,1,0.00019228478422032714,2,256,2,1,COMPLETE
539,539,0.6631282091140747,2023-05-18 18:12:45.978364,2023-05-18 18:12:51.996227,0 days 00:00:06.017863,sigmoid,1,0.0003569182372937356,2,256,2,1,COMPLETE
540,540,0.6625210642814636,2023-05-18 18:12:51.997269,2023-05-18 18:12:58.640703,0 days 00:00:06.643434,sigmoid,1,0.0001869274601656087,2,256,2,1,COMPLETE
541,541,0.6819170117378235,2023-05-18 18:12:58.641968,2023-05-18 18:13:06.006456,0 days 00:00:07.364488,sigmoid,1,0.00024281705985424755,2,64,3,1,COMPLETE
542,542,0.6828650712966919,2023-05-18 18:13:06.007629,2023-05-18 18:13:12.789527,0 days 00:00:06.781898,tanh,1,0.00018299237156687561,2,512,2,1,COMPLETE
543,543,0.663759982585907,2023-05-18 18:13:12.790612,2023-05-18 18:13:19.911207,0 days 00:00:07.120595,sigmoid,0,0.0002227349860027459,2,256,2,0,COMPLETE
544,544,0.6689578533172608,2023-05-18 18:13:19.912448,2023-05-18 18:13:26.558105,0 days 00:00:06.645657,sigmoid,1,0.004262913693694886,2,256,0,1,COMPLETE
545,545,0.6629587173461914,2023-05-18 18:13:26.559159,2023-05-18 18:13:33.173933,0 days 00:00:06.614774,sigmoid,1,0.0005265972219542143,2,128,2,1,COMPLETE
546,546,0.6808930277824402,2023-05-18 18:13:33.174992,2023-05-18 18:13:40.659641,0 days 00:00:07.484649,linear,1,0.00017038064508221245,3,256,2,1,COMPLETE
547,547,0.6628500699996949,2023-05-18 18:13:40.660933,2023-05-18 18:13:47.715540,0 days 00:00:07.054607,sigmoid,1,0.00012862698880750572,2,512,2,1,COMPLETE
548,548,0.6639965534210205,2023-05-18 18:13:47.716788,2023-05-18 18:13:54.932582,0 days 00:00:07.215794,sigmoid,1,0.0002896225773715703,2,512,2,1,COMPLETE
549,549,0.967359745502472,2023-05-18 18:13:54.933790,2023-05-18 18:14:03.332703,0 days 00:00:08.398913,relu,1,0.00016778894964111798,6,512,2,1,COMPLETE
550,550,0.6701254367828369,2023-05-18 18:14:03.333762,2023-05-18 18:14:09.910488,0 days 00:00:06.576726,sigmoid,1,1.2208016391323536e-05,2,512,2,1,COMPLETE
551,551,0.6688619971275329,2023-05-18 18:14:09.911560,2023-05-18 18:14:17.148510,0 days 00:00:07.236950,sigmoid,1,0.00042475213747703526,2,512,2,0,COMPLETE
552,552,0.6720023155212402,2023-05-18 18:14:17.149767,2023-05-18 18:14:24.408812,0 days 00:00:07.259045,sigmoid,1,0.0026681449216583524,2,64,2,1,COMPLETE
553,553,0.7019506216049194,2023-05-18 18:14:24.409940,2023-05-18 18:14:32.436558,0 days 00:00:08.026618,sigmoid,1,8.661444800622566e-05,6,512,1,1,COMPLETE
554,554,0.6634986758232116,2023-05-18 18:14:32.437862,2023-05-18 18:14:39.286206,0 days 00:00:06.848344,sigmoid,1,0.0002130936435449037,2,512,2,1,COMPLETE
555,555,0.6864420056343079,2023-05-18 18:14:39.287450,2023-05-18 18:14:46.891903,0 days 00:00:07.604453,gelu,1,3.786651072750705e-05,2,512,2,1,COMPLETE
556,556,0.6628530859947205,2023-05-18 18:14:46.892972,2023-05-18 18:14:54.022485,0 days 00:00:07.129513,sigmoid,1,0.00015104219632602837,2,256,2,1,COMPLETE
557,557,0.6632546544075012,2023-05-18 18:14:54.023590,2023-05-18 18:15:01.011143,0 days 00:00:06.987553,sigmoid,1,0.00010528883141790543,2,512,2,1,COMPLETE
558,558,0.8151131868362427,2023-05-18 18:15:01.012397,2023-05-18 18:15:08.150433,0 days 00:00:07.138036,elu,1,0.0006093910291699743,3,512,2,1,COMPLETE
559,559,0.662417197227478,2023-05-18 18:15:08.151496,2023-05-18 18:15:15.127442,0 days 00:00:06.975946,sigmoid,1,0.0001384164733282792,2,512,2,0,COMPLETE
560,560,0.6635064005851745,2023-05-18 18:15:15.128726,2023-05-18 18:15:22.148337,0 days 00:00:07.019611,sigmoid,1,0.0001229520874078501,2,512,2,0,COMPLETE
561,561,0.6641871094703674,2023-05-18 18:15:22.149394,2023-05-18 18:15:29.186244,0 days 00:00:07.036850,sigmoid,1,6.496338529682006e-05,2,512,2,0,COMPLETE
562,562,0.7309223413467407,2023-05-18 18:15:29.187311,2023-05-18 18:15:36.699104,0 days 00:00:07.511793,sigmoid,1,0.008673821037569565,2,128,2,1,COMPLETE
563,563,0.6749773025512695,2023-05-18 18:15:36.700249,2023-05-18 18:15:43.726482,0 days 00:00:07.026233,sigmoid,0,0.003290356628451561,2,512,2,0,COMPLETE
564,564,0.7140176296234131,2023-05-18 18:15:43.727641,2023-05-18 18:15:50.705904,0 days 00:00:06.978263,sigmoid,1,0.07250751786421702,2,512,2,0,COMPLETE
565,565,0.69128338098526,2023-05-18 18:15:50.708041,2023-05-18 18:15:57.685563,0 days 00:00:06.977522,sigmoid,1,0.00013713259603053224,2,512,3,0,COMPLETE
566,566,0.6652342200279235,2023-05-18 18:15:57.686642,2023-05-18 18:16:04.688945,0 days 00:00:07.002303,sigmoid,1,9.52059145554406e-05,2,256,2,0,COMPLETE
567,567,0.704317307472229,2023-05-18 18:16:04.690098,2023-05-18 18:16:11.324235,0 days 00:00:06.634137,selu,1,0.00011144998517828737,2,512,2,0,COMPLETE
568,568,0.6883774161338806,2023-05-18 18:16:11.326323,2023-05-18 18:16:18.933363,0 days 00:00:07.607040,sigmoid,1,0.05653922331181627,2,512,2,0,COMPLETE
569,569,0.6622657656669617,2023-05-18 18:16:18.934493,2023-05-18 18:16:26.370946,0 days 00:00:07.436453,sigmoid,1,0.00015794621653619466,2,512,2,0,COMPLETE
570,570,0.6646124005317688,2023-05-18 18:16:26.372077,2023-05-18 18:16:33.902411,0 days 00:00:07.530334,sigmoid,1,0.00014573994697170446,2,512,2,0,COMPLETE
571,571,0.6653263330459595,2023-05-18 18:16:33.903656,2023-05-18 18:16:40.670326,0 days 00:00:06.766670,sigmoid,1,8.284675180325292e-05,2,512,0,0,COMPLETE
572,572,0.6829726219177246,2023-05-18 18:16:40.671454,2023-05-18 18:16:47.386617,0 days 00:00:06.715163,tanh,1,0.00012819610391023273,2,512,2,0,COMPLETE
573,573,0.6627580642700195,2023-05-18 18:16:47.387705,2023-05-18 18:16:54.726797,0 days 00:00:07.339092,sigmoid,1,0.00016762997158669625,2,512,2,0,COMPLETE
574,574,0.6633831620216369,2023-05-18 18:16:54.728163,2023-05-18 18:17:01.904174,0 days 00:00:07.176011,sigmoid,1,0.0001997755711847794,2,512,2,0,COMPLETE
575,575,0.6625235319137573,2023-05-18 18:17:01.907989,2023-05-18 18:17:08.788314,0 days 00:00:06.880325,sigmoid,1,0.00010721030665374475,2,512,2,0,COMPLETE
576,576,0.671411144733429,2023-05-18 18:17:08.789545,2023-05-18 18:17:15.538205,0 days 00:00:06.748660,sigmoid,1,0.0012879752981690775,2,256,2,0,COMPLETE
577,577,0.7304243326187134,2023-05-18 18:17:15.539415,2023-05-18 18:17:22.512930,0 days 00:00:06.973515,linear,1,0.001682237700146798,2,512,2,0,COMPLETE
578,578,0.6629768013954163,2023-05-18 18:17:22.514028,2023-05-18 18:17:29.581263,0 days 00:00:07.067235,sigmoid,1,0.00015053864675246623,2,512,2,0,COMPLETE
579,579,0.7490505576133728,2023-05-18 18:17:29.582353,2023-05-18 18:17:36.983791,0 days 00:00:07.401438,sigmoid,1,0.00025624508308447224,2,64,1,0,COMPLETE
580,580,0.6927310466766358,2023-05-18 18:17:36.984939,2023-05-18 18:17:44.081055,0 days 00:00:07.096116,relu,1,0.00012691206399452118,2,512,2,0,COMPLETE
581,581,0.6636312484741211,2023-05-18 18:17:44.082163,2023-05-18 18:17:50.863812,0 days 00:00:06.781649,sigmoid,1,0.00019368939692590963,2,512,2,0,COMPLETE
582,582,0.6651793599128724,2023-05-18 18:17:50.864903,2023-05-18 18:17:57.649843,0 days 00:00:06.784940,sigmoid,0,0.00016032819517329314,2,512,2,0,COMPLETE
583,583,0.6738116025924683,2023-05-18 18:17:57.650922,2023-05-18 18:18:04.361865,0 days 00:00:06.710943,sigmoid,1,0.0010308129901218232,2,512,2,0,COMPLETE
584,584,0.6741670846939087,2023-05-18 18:18:04.363095,2023-05-18 18:18:13.938625,0 days 00:00:09.575530,sigmoid,1,7.085493487196113e-05,8,512,2,0,COMPLETE
585,585,0.6662085890769959,2023-05-18 18:18:13.939757,2023-05-18 18:18:21.141502,0 days 00:00:07.201745,sigmoid,1,9.506031445081193e-05,2,256,2,0,COMPLETE
586,586,0.787558114528656,2023-05-18 18:18:21.142619,2023-05-18 18:18:31.129619,0 days 00:00:09.987000,elu,1,2.6782123783621234e-05,10,512,2,0,COMPLETE
587,587,0.7316021919250488,2023-05-18 18:18:31.130723,2023-05-18 18:18:38.459994,0 days 00:00:07.329271,gelu,1,0.00036982728872368215,2,512,2,1,COMPLETE
588,588,0.6662197709083557,2023-05-18 18:18:38.461067,2023-05-18 18:18:45.106274,0 days 00:00:06.645207,sigmoid,1,0.000118186541296929,2,128,2,1,COMPLETE
589,589,0.6635145783424378,2023-05-18 18:18:45.108610,2023-05-18 18:18:52.984404,0 days 00:00:07.875794,sigmoid,1,0.00022706634720541944,2,512,2,1,COMPLETE
590,590,0.6690500020980835,2023-05-18 18:18:52.985686,2023-05-18 18:19:00.021697,0 days 00:00:07.036011,sigmoid,1,0.0008747240586042805,2,512,2,1,COMPLETE
591,591,0.6627368092536926,2023-05-18 18:19:00.025670,2023-05-18 18:19:06.834152,0 days 00:00:06.808482,sigmoid,1,0.0001413716636720054,2,512,2,0,COMPLETE
592,592,0.6790905356407165,2023-05-18 18:19:06.835323,2023-05-18 18:19:13.810984,0 days 00:00:06.975661,sigmoid,1,0.04297390331978826,2,512,3,1,COMPLETE
593,593,0.6626294732093811,2023-05-18 18:19:13.812233,2023-05-18 18:19:20.440721,0 days 00:00:06.628488,sigmoid,1,0.0001781006102212342,2,512,2,1,COMPLETE
594,594,0.6658309698104858,2023-05-18 18:19:20.441802,2023-05-18 18:19:27.030802,0 days 00:00:06.589000,sigmoid,1,0.0002761507222492696,2,256,0,1,COMPLETE
595,595,0.7542320847511291,2023-05-18 18:19:27.031928,2023-05-18 18:19:34.627148,0 days 00:00:07.595220,selu,1,0.049729968150410704,2,512,2,1,COMPLETE
596,596,0.6653803586959839,2023-05-18 18:19:34.628332,2023-05-18 18:19:41.911802,0 days 00:00:07.283470,sigmoid,1,4.667536627797585e-05,2,512,2,1,COMPLETE
597,597,0.6646645188331604,2023-05-18 18:19:41.912914,2023-05-18 18:19:49.157900,0 days 00:00:07.244986,sigmoid,1,0.00015748788465611742,2,512,2,0,COMPLETE
598,598,0.6765213131904602,2023-05-18 18:19:49.158987,2023-05-18 18:19:57.946813,0 days 00:00:08.787826,sigmoid,1,0.00021388250611367968,7,512,2,1,COMPLETE
599,599,0.6756422758102417,2023-05-18 18:19:57.947917,2023-05-18 18:20:07.628258,0 days 00:00:09.680341,sigmoid,1,0.0038404682203253336,9,512,2,1,COMPLETE
600,600,0.6627992987632751,2023-05-18 18:20:07.629566,2023-05-18 18:20:14.656355,0 days 00:00:07.026789,sigmoid,1,0.00011746768846175267,2,512,2,1,COMPLETE
601,601,0.6875513911247253,2023-05-18 18:20:14.657496,2023-05-18 18:20:21.800121,0 days 00:00:07.142625,tanh,0,0.00017931046305469074,2,512,2,1,COMPLETE
602,602,0.6689700841903686,2023-05-18 18:20:21.801207,2023-05-18 18:20:29.293112,0 days 00:00:07.491905,sigmoid,1,9.201763075775639e-05,2,64,2,0,COMPLETE
603,603,0.6945973873138428,2023-05-18 18:20:29.294210,2023-05-18 18:20:35.932357,0 days 00:00:06.638147,sigmoid,1,0.00014153264104476294,2,512,1,1,COMPLETE
604,604,0.6618330478668213,2023-05-18 18:20:35.933464,2023-05-18 18:20:42.995398,0 days 00:00:07.061934,sigmoid,1,0.00024627133542308937,2,256,2,1,COMPLETE
605,605,0.6622730731964112,2023-05-18 18:20:42.996503,2023-05-18 18:20:50.396425,0 days 00:00:07.399922,sigmoid,1,0.00024036220109024598,2,256,2,1,COMPLETE
606,606,0.6624675512313842,2023-05-18 18:20:50.397569,2023-05-18 18:20:57.528666,0 days 00:00:07.131097,sigmoid,1,0.0003011113471190507,2,256,2,1,COMPLETE
607,607,0.6633766055107116,2023-05-18 18:20:57.530004,2023-05-18 18:21:04.487640,0 days 00:00:06.957636,sigmoid,1,0.00031462080571910016,2,256,2,1,COMPLETE
608,608,0.6629128336906434,2023-05-18 18:21:04.488764,2023-05-18 18:21:11.707827,0 days 00:00:07.219063,sigmoid,1,0.0003472256367108162,2,256,2,1,COMPLETE
609,609,0.6923018813133239,2023-05-18 18:21:11.709073,2023-05-18 18:21:18.848484,0 days 00:00:07.139411,relu,1,0.00025441810969698014,2,256,2,0,COMPLETE
610,610,0.6971933126449585,2023-05-18 18:21:18.849741,2023-05-18 18:21:25.454198,0 days 00:00:06.604457,sigmoid,1,0.005188008363413179,2,256,2,1,COMPLETE
611,611,0.6624444723129272,2023-05-18 18:21:25.455409,2023-05-18 18:21:32.976664,0 days 00:00:07.521255,sigmoid,1,0.0002492177726561695,2,256,2,1,COMPLETE
